City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
121,namibe,-15.1961,12.1522,295.44,77,75,5.44,AO,1669910742
122,malayal,7.208,121.942,299.91,80,86,1.69,PH,1669910743
123,shache,38.4167,77.2406,269.47,20,47,1.85,CN,1669910743
124,la sarre,48.8002,-79.1996,265.79,83,100,8.22,CA,1669910743
125,arman,59.7,150.1667,262.61,90,100,1.77,RU,1669910743
126,itarema,-2.9248,-39.9167,303.2,56,64,7.11,BR,1669910743
127,kouroussa,10.65,-9.8833,307.96,21,92,0.97,GN,1669910743
128,south valley,35.0101,-106.6781,285.15,44,0,0.0,US,1669910743
129,cape town,-33.9258,18.4232,298.38,65,20,7.2,ZA,1669910358
130,padang,-0.9492,100.3543,297.92,89,100,1.7,ID,1669910743
131,pangnirtung,66.1451,-65.7125,254.28,67,100,2.6,CA,1669910743
132,high level,58.5169,-117.136,252.24,88,100,1.91,CA,1669910567
133,vanavara,60.34,102.2797,245.85,95,93,1.98,RU,1669910744
134,key west,24.5557,-81.7826,304.15,79,40,6.69,US,1669910744
135,kahului,20.8947,-156.47,297.51,88,40,3.6,US,1669910744
136,paamiut,61.994,-49.6678,263.96,70,17,6.39,GL,1669910744
137,kayiry,46.9454,33.7059,276.89,68,100,8.02,UA,1669910744
138,nemuro,43.3236,145.575,271.61,49,6,10.23,JP,1669910745
139,conakry,9.538,-13.6773,301.9,65,83,5.59,GN,1669910702
140,santiago del estero,-27.7951,-64.2615,295.45,69,100,5.52,AR,1669910459
141,charcas,23.1333,-101.1167,286.22,83,98,4.77,MX,1669910745
142,hereford,52.0568,-2.7148,277.6,97,31,0.74,GB,1669910619
143,tanete,-3.9443,119.7848,297.17,93,81,1.31,ID,1669910745
144,thompson,55.7435,-97.8558,249.04,87,100,1.26,CA,1669910745
145,dikson,73.5069,80.5464,268.44,95,100,8.82,RU,1669910745
146,imbituba,-28.24,-48.6703,299.18,74,96,6.22,BR,1669910745
147,ponta do sol,32.6667,-17.1,296.0,70,22,2.99,PT,1669910713
148,loma bonita,8.3833,-80.1667,302.9,66,40,2.57,PA,1669910746
149,eureka,40.8021,-124.1637,278.67,97,100,0.89,US,1669910497
150,cap malheureux,-19.9842,57.6142,297.85,69,58,1.34,MU,1669910746
151,kalabo,-14.97,22.6814,304.38,23,5,3.77,ZM,1669910602
152,pemba,-12.974,40.5178,299.6,74,5,5.21,MZ,1669910722
153,ancud,-41.8697,-73.8203,285.28,58,65,3.21,CL,1669910746
154,singleton,-32.5667,151.1833,288.14,83,100,1.34,AU,1669910746
155,castro,-24.7911,-50.0119,298.16,65,17,3.71,BR,1669910709
156,kodinsk,58.6881,99.1844,243.06,100,63,1.25,RU,1669910747
157,victoria,22.2855,114.1577,289.4,76,88,5.36,HK,1669910640
158,pochutla,15.7432,-96.4661,304.16,51,37,1.31,MX,1669910747
159,airai,-8.9266,125.4092,288.33,87,89,0.77,TL,1669910747
160,kozhva,65.1073,57.0459,250.47,100,80,2.19,RU,1669910747
161,augustow,53.8432,22.9798,267.06,96,84,2.17,PL,1669910748
162,ilulissat,69.2167,-51.1,266.16,73,75,10.29,GL,1669910748
163,barabinsk,55.3571,78.357,251.03,95,5,2.95,RU,1669910748
164,flinders,-34.5833,150.8552,290.58,76,72,1.51,AU,1669910748
165,muroto,33.2833,134.15,284.32,65,95,3.29,JP,1669910748
166,saint-philippe,-21.3585,55.7679,298.92,78,53,2.5,RE,1669910748
167,vestmannaeyjar,63.4427,-20.2734,279.7,70,75,11.32,IS,1669910749
168,dharchula,29.85,80.5333,285.78,33,2,3.04,IN,1669910749
169,nikolskoye,59.7035,30.7861,266.37,85,100,1.33,RU,1669910749
170,frutal,-20.0247,-48.9406,306.25,33,83,3.18,BR,1669910749
171,vereshchagino,58.0789,54.6557,257.89,98,67,1.76,RU,1669910749
172,omboue,-1.5746,9.2618,300.3,81,100,3.53,GA,1669910749
173,west lafayette,40.4259,-86.9081,270.49,68,0,1.54,US,1669910749
174,wahiawa,21.5028,-158.0236,294.74,79,0,3.09,US,1669910750
175,ahuimanu,21.4447,-157.8378,296.4,89,40,1.34,US,1669910750
176,husavik,66.0449,-17.3389,276.24,70,2,8.46,IS,1669910750
177,pevek,69.7008,170.3133,271.56,76,81,11.47,RU,1669910451
178,vao,-22.6667,167.4833,298.76,87,98,6.96,NC,1669910750
179,muravlenko,63.7898,74.523,249.83,88,35,3.72,RU,1669910750
180,cairns,-16.9167,145.7667,297.12,88,100,2.06,AU,1669910750
181,palmer,42.1584,-72.3287,277.87,43,75,8.23,US,1669910750
182,sheregesh,52.9209,87.9869,252.89,94,10,0.96,RU,1669910750
183,sibolga,1.7427,98.7792,297.57,91,100,1.26,ID,1669910751
184,chokurdakh,70.6333,147.9167,255.89,98,100,1.3,RU,1669910751
185,praia da vitoria,38.7333,-27.0667,293.01,79,16,7.21,PT,1669910751
186,tetouan,35.5711,-5.3724,285.74,87,100,1.72,MA,1669910751
187,saint george,37.1041,-113.5841,274.48,60,0,0.0,US,1669910751
188,petatlan,17.5167,-101.2667,303.04,54,77,0.9,MX,1669910751
189,upernavik,72.7868,-56.1549,256.75,95,100,8.66,GL,1669910751
190,colquechaca,-18.6667,-66.0167,281.11,18,1,2.83,BO,1669910752
191,lebu,-37.6167,-73.65,288.9,54,0,7.55,CL,1669910752
192,bang saphan,11.2126,99.5117,298.08,88,99,0.99,TH,1669910752
193,berlevag,70.8578,29.0864,274.15,86,75,5.14,NO,1669910752
194,shingu,33.7333,135.9833,279.07,80,50,3.04,JP,1669910752
195,yar-sale,66.8333,70.8333,251.84,94,15,3.81,RU,1669910752
196,kutum,14.2,24.6667,298.85,20,33,4.22,SD,1669910752
197,sobolevo,54.4299,31.8996,267.12,88,98,4.24,RU,1669910752
198,fort nelson,58.8053,-122.7002,247.13,97,38,0.31,CA,1669910753
199,saint-augustin,51.226,-58.6502,276.33,99,100,10.07,CA,1669910753
200,leningradskiy,69.3833,178.4167,269.64,76,100,5.17,RU,1669910753
201,arraial do cabo,-22.9661,-42.0278,299.07,78,40,12.35,BR,1669910753
202,valdivia,-39.8142,-73.2459,291.2,29,0,1.99,CL,1669910753
203,kavaratti,10.5669,72.642,300.82,73,25,1.84,IN,1669910753
204,mersing,2.4312,103.8405,298.25,88,99,3.4,MY,1669910753
205,ajdabiya,30.7554,20.2263,290.41,47,0,2.6,LY,1669910753
206,sur,22.5667,59.5289,296.91,50,17,0.64,OM,1669910707
207,severo-kurilsk,50.6789,156.125,270.03,62,82,7.01,RU,1669910754
208,carnarvon,-24.8667,113.6333,293.98,76,2,7.28,AU,1669910754
209,staryy nadym,65.6118,72.6842,250.09,92,36,3.09,RU,1669910754
210,zabol,32.25,67.25,280.95,46,100,4.21,AF,1669910754
211,wewak,-3.5534,143.6268,299.02,88,100,5.53,PG,1669910754
212,chuy,-33.6971,-53.4616,299.54,68,81,4.64,UY,1669910754
213,misratah,32.3754,15.0925,290.9,56,89,2.2,LY,1669910755
214,ulkan,57.243,107.3223,251.98,96,100,2.48,RU,1669910755
215,klyuchi,52.2667,79.1667,253.23,88,15,3.82,RU,1669910755
216,gueret,46.1667,1.8667,277.23,89,98,3.19,FR,1669910611
217,havelock,34.8791,-76.9013,284.12,42,0,4.63,US,1669910755
218,avera,33.194,-82.5271,283.88,34,21,4.01,US,1669910755
219,ergani,38.2653,39.7621,284.28,71,34,0.55,TR,1669910498
220,souillac,-20.5167,57.5167,297.88,72,43,3.5,MU,1669910755
221,koping,59.514,15.9926,276.03,96,100,2.33,SE,1669910516
222,sari,36.5633,53.0601,284.81,91,100,2.59,IR,1669910702
223,kaitangata,-46.2817,169.8464,281.29,71,37,4.72,NZ,1669910756
224,ode,7.7899,5.7117,305.28,31,46,2.43,NG,1669910756
225,san quintin,30.4833,-115.95,286.55,71,100,2.81,MX,1669910756
226,orlik,52.5178,99.825,249.34,92,100,1.44,RU,1669910251
227,oistins,13.0667,-59.5333,302.2,70,40,9.77,BB,1669910756
228,tuatapere,-46.1333,167.6833,279.96,81,85,4.09,NZ,1669910559
229,xichang,27.8964,102.2634,281.99,78,4,1.4,CN,1669910756
230,longyearbyen,78.2186,15.6401,276.06,81,75,2.06,SJ,1669910537
231,port elizabeth,-33.918,25.5701,295.98,83,83,2.68,ZA,1669910643
232,tahe,52.3333,124.7333,244.4,94,61,1.53,CN,1669910756
233,sola,-13.8833,167.55,300.63,77,69,4.9,VU,1669910756
234,juneau,58.3019,-134.4197,267.71,94,100,2.06,US,1669910757
235,korla,41.7597,86.1469,265.68,21,3,1.02,CN,1669910757
236,faya,18.3851,42.4509,288.44,52,13,1.41,SA,1669910757
237,nassjo,57.6531,14.6968,274.66,96,100,2.1,SE,1669910757
238,coari,-4.085,-63.1414,306.2,54,28,1.88,BR,1669910757
239,socorro,31.6546,-106.3033,283.36,52,40,1.54,US,1669910757
240,borba,-4.3878,-59.5939,306.36,53,76,2.13,BR,1669910525
241,crestline,34.242,-117.2856,278.84,85,100,1.34,US,1669910757
242,smithers,54.7804,-127.1743,252.53,93,40,1.13,CA,1669910758
243,jalu,29.0331,21.5482,291.07,35,0,2.74,LY,1669910758
244,cabo san lucas,22.8909,-109.9124,298.43,69,20,2.06,MX,1669910758
245,hearst,49.6835,-83.6665,264.07,78,96,5.06,CA,1669910758
246,tiksi,71.6872,128.8694,249.0,96,100,5.62,RU,1669910758
247,college,64.8569,-147.8028,256.52,84,100,1.54,US,1669910758
248,bathsheba,13.2167,-59.5167,302.49,70,40,9.77,BB,1669910758
249,axim,4.8699,-2.2405,301.34,72,91,3.32,GH,1669910497
250,mandera,3.9366,41.867,306.48,25,78,5.02,KE,1669910759
251,norman wells,65.282,-126.8329,261.19,93,100,5.34,CA,1669910759
252,voznesenye,61.0106,35.4781,265.88,81,100,0.98,RU,1669910759
253,russell,32.3502,-85.1999,283.69,34,0,3.09,US,1669910649
254,lalmohan,22.3384,90.7419,296.0,61,0,4.33,BD,1669910759
255,fortuna,40.5982,-124.1573,278.52,97,100,3.6,US,1669910759
256,peleduy,59.6289,112.7406,246.93,97,100,2.07,RU,1669910640
257,poway,32.9628,-117.0359,286.77,72,100,2.57,US,1669910759
258,hirara,24.8,125.2833,296.1,75,100,10.29,JP,1669910760
259,kokstad,-30.5472,29.4241,295.68,65,99,2.27,ZA,1669910760
260,bagaces,10.5271,-85.2548,303.11,77,46,5.82,CR,1669910760
261,camacha,33.0833,-16.3333,291.83,68,40,8.23,PT,1669910760
262,parnamirim,-5.9156,-35.2628,303.34,58,60,5.53,BR,1669910760
263,inyonga,-6.7167,32.0667,291.78,91,100,1.95,TZ,1669910760
264,devonport,-41.1667,146.35,285.94,84,78,2.64,AU,1669910761
265,broome,42.2506,-75.833,274.87,63,100,6.17,US,1669910761
266,cotonou,6.3654,2.4183,302.27,67,78,4.5,BJ,1669910761
267,moerai,-22.4333,-151.3333,297.38,83,5,5.38,PF,1669910761
268,port antonio,18.18,-76.4612,304.26,76,90,5.85,JM,1669910761
269,cayenne,4.9333,-52.3333,304.17,62,40,5.66,GF,1669910761
270,salym,60.0625,71.4789,247.76,95,16,0.92,RU,1669910761
271,ankang,32.68,109.0172,276.48,69,12,0.25,CN,1669910762
272,fort abbas,29.1925,72.8536,292.17,21,94,0.46,PK,1669910762
273,skibbereen,51.55,-9.2667,283.77,78,100,5.55,IE,1669910762
274,santhia,45.3663,8.1726,282.16,72,58,0.3,IT,1669910762
275,port keats,-14.25,129.55,300.39,67,100,0.63,AU,1669910762
276,sirnak,37.5228,42.4594,280.19,69,6,1.07,TR,1669910763
277,san carlos del zulia,9.0,-71.9135,300.53,75,54,1.03,VE,1669910763
278,ihosy,-22.4,46.1167,296.68,64,51,1.47,MG,1669910763
279,volsk,52.0333,47.3833,266.38,83,3,1.71,RU,1669910581
280,sim,54.993,57.6982,260.74,97,100,0.97,RU,1669910763
281,codrington,-38.2667,141.9667,281.27,91,1,3.15,AU,1669910764
282,provideniya,64.3833,-173.3,272.35,99,91,3.38,RU,1669910764
283,klaksvik,62.2266,-6.589,281.66,95,100,0.82,FO,1669910761
284,kalmunai,7.4167,81.8167,299.04,83,21,1.96,LK,1669910764
285,lasa,46.6166,10.7002,275.94,89,80,0.62,IT,1669910764
286,partenit,44.578,34.3446,282.99,71,87,4.88,UA,1669910764
287,raga,8.4596,25.678,304.32,22,100,1.85,SS,1669910765
288,marsh harbour,26.5412,-77.0636,298.81,69,20,6.11,BS,1669910765
289,laguna,38.421,-121.4238,283.25,83,100,9.77,US,1669910471
290,gawler,-34.6,138.7333,291.57,74,0,4.91,AU,1669910765
291,springbok,-29.6643,17.8865,297.02,29,0,8.21,ZA,1669910765
292,opotiki,-38.0833,177.2833,282.87,95,32,2.15,NZ,1669910765
293,ternate,0.8,127.4,300.16,81,98,2.17,ID,1669910688
294,kysyl-syr,63.8986,122.7617,247.71,97,100,2.64,RU,1669910766
295,brae,60.3964,-1.353,281.82,91,100,11.11,GB,1669910712
296,talara,-4.5772,-81.2719,296.66,68,10,6.39,PE,1669910537
297,fonte boa,-2.4959,-66.2662,304.64,59,93,2.4,BR,1669910766
298,touros,-5.1989,-35.4608,302.65,56,61,6.38,BR,1669910766
299,gangtok,27.3333,88.6167,282.34,69,2,2.28,IN,1669910766
300,byron bay,-28.65,153.6167,289.23,90,100,8.15,AU,1669910767
301,sleaford,52.9983,-0.4094,278.68,93,100,1.54,GB,1669910767
302,brisbane,-27.4679,153.0281,290.28,90,75,5.14,AU,1669910767
303,saint-joseph,-21.3667,55.6167,298.36,77,48,2.34,RE,1669910767
304,veraval,20.9,70.3667,297.43,64,0,2.06,IN,1669910767
305,karsun,54.1994,46.9827,262.95,95,15,1.03,RU,1669910767
306,antofagasta,-23.65,-70.4,292.75,65,5,4.27,CL,1669910767
307,sankarpur,22.8481,88.4553,296.12,42,2,3.6,IN,1669910768
308,kathmandu,27.7167,85.3167,283.59,80,0,0.74,NP,1669910475
309,melita,49.2681,-100.9967,261.78,82,100,1.76,CA,1669910768
310,yeppoon,-23.1333,150.7333,291.03,86,18,2.57,AU,1669910768
311,shimoda,34.6667,138.95,283.21,80,94,2.9,JP,1669910768
312,jesus carranza,17.4333,-95.0333,297.44,88,83,5.1,MX,1669910769
313,biskamzha,53.4497,89.5272,252.65,94,81,1.2,RU,1669910769
314,gorontalo,0.5412,123.0595,296.78,94,93,1.66,ID,1669910769
315,cockburn town,21.4612,-71.1419,300.08,67,0,7.12,TC,1669910769
316,yenagoa,4.9247,6.2642,304.9,52,40,2.91,NG,1669910527
317,dunedin,-45.8742,170.5036,282.48,69,32,4.92,NZ,1669910769
318,alugan,12.2188,125.4808,299.91,86,100,6.47,PH,1669910769
319,sabang,5.8933,95.3214,300.68,75,94,4.17,ID,1669910769
